 "i" , "cLabel" , "sLabel" ,
 "http://dbpedia.org/resource/Szemerédi's_theorem" , "theorem" , "Theorems in combinatorics --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Szemerédi_regularity_lemma" , "lemma" , "Lemmas --- Theorems in graph theory" ,
 "http://dbpedia.org/resource/Szemerédi–Trotter_theorem" , "theorem" , "Theorems in combinatorics --- Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/Szpilrajn_extension_theorem" , "building --- theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Takagi_existence_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Takens'_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Talagrand's_concentration_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Tameness_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Tanaka's_formula" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Tarski's_theorem_about_choice" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Tarski–Seidenberg_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Tate's_isogeny_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Tautology_(rule_of_inference)" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Taylor's_theorem" , "theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Teichmüller–Tukey_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Tennenbaum's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Thaine's_theorem" , "drug" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Thales'_theorem" , "mountain --- theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Theorem_of_Bertini" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Theorem_of_the_cube" , "disease --- theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Theorem_on_friends_and_strangers" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Theorema_Egregium" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Thomae's_formula" , "agent --- theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Thompson_transitivity_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Thompson_uniqueness_theorem" , "ethnic group" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Thomsen's_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Three_subgroups_lemma" , "lemma" , "Lemmas --- Theorems in group theory" ,
 "http://dbpedia.org/resource/Thébault's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Tietze_extension_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Tijdeman's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Tikhonov's_theorem_(dynamical_systems)" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Tilted_large_deviation_principle" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Time_hierarchy_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Titchmarsh_convolution_theorem" , "theorem" , "Theorems in complex analysis --- Theorems in harmonic analysis --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Toda's_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Tonelli's_theorem_(functional_analysis)" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Tonelli–Hobson_test" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Toponogov's_theorem" , "inequality --- theorem" , "Geometric inequalities --- Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Torelli_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in complex geometry" ,
 "http://dbpedia.org/resource/Toy_theorem" , "theorem --- work" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Trace_inequalities" , "Food" , "Inequalities" ,
 "http://dbpedia.org/resource/Transposition_(logic)" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Transversality_theorem" , "theorem" , "Theorems in differential topology" ,
 "http://dbpedia.org/resource/Triangle_center" , "place" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Triangle_inequality" , "inequality --- theorem" , "Geometric inequalities --- Theorems in geometry" ,
 "http://dbpedia.org/resource/Trichotomy_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Trilemma" , "race horse" , "Lemmas" ,
 "http://dbpedia.org/resource/Trillium_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Trombi–Varadarajan_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Trudinger's_theorem" , "theorem" , "Inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Tsen's_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Tube_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Tucker's_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Tunnell's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Turán's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Turán–Kubilius_inequality" , "inequality --- theorem" , "Inequalities --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Tutte_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Tutte–Berge_formula" , "formula --- theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Tverberg's_theorem" , "theorem" , "Theorems in convex geometry --- Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/Twisted_Poincaré_duality" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Tychonoff's_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Ultraparallel_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Uniform_boundedness_principle" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Uniform_limit_theorem" , "theorem" , "Theorems in real analysis" ,
 "http://dbpedia.org/resource/Uniformization_theorem" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Universal_approximation_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Urysohn's_lemma" , "lemma" , "Lemmas --- Theorems in topology" ,
 "http://dbpedia.org/resource/Ushiki's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Utm_theorem" , "theorem" , "Theorems in theory of computation" ,
 "http://dbpedia.org/resource/Vafa–Witten_theorem" , "theorem" , "Theorems in mathematical physics" ,
 "http://dbpedia.org/resource/Valiant–Vazirani_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Van_Aubel's_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Van_Lamoen_circle" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Van_der_Corput_lemma_(harmonic_analysis)" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Van_der_Waerden's_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Vandermonde's_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Vantieghems_theorem" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Varadhan's_lemma" , "lemma --- theorem" , "Lemmas --- Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Varignon's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Veblen's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Veblen–Young_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in projective geometry" ,
 "http://dbpedia.org/resource/Vector_fields_on_spheres" , "disease" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Vietoris–Begle_mapping_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Vincent's_theorem" , "mean of transportation --- theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Vinogradov's_theorem" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Vitale's_random_Brunn–Minkowski_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Vitali_convergence_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Vitali_covering_lemma" , "lemma" , "Covering lemmas" ,
 "http://dbpedia.org/resource/Vitali_theorem" , "Wikimedia disambiguation page --- theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Vitali–Carathéodory_theorem" , "theorem" , "Theorems in real analysis" ,
 "http://dbpedia.org/resource/Vitali–Hahn–Saks_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Viviani's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Vizing's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Von_Neumann's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Von_Neumann's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Von_Neumann_bicommutant_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Von_Neumann_paradox" , "organisation --- theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Von_Staudt–Clausen_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Vysochanskij–Petunin_inequality" , "inequality --- theorem" , "Probabilistic inequalities --- Statistical inequalities" ,
 "http://dbpedia.org/resource/Wagner's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Wallace–Bolyai–Gerwien_theorem" , "theorem" , "Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/Walter_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Watson's_lemma" , "lemma" , "Lemmas --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Weber's_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Wedderburn's_little_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Weierstrass_factorization_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Weierstrass_preparation_theorem" , "software --- theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Weierstrass_product_inequality" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Weil's_conjecture_on_Tamagawa_numbers" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Weil_conjectures" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Weil_reciprocity_law" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Weitzenböck's_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Weitzenböck_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Welch–Satterthwaite_equation" , "equation --- theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Well-ordering_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Wendel's_theorem" , "theorem" , "Probability theorems --- Theorems in geometry" ,
 "http://dbpedia.org/resource/Weyl's_lemma_(Laplace_equation)" , "software --- theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Weyl–Schouten_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Weyl–von_Neumann_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Whitehead's_lemma" , "lemma" , "Lemmas --- Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Whitehead_theorem" , "scientist --- theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Whitney_covering_lemma" , "lemma" , "Covering lemmas" ,
 "http://dbpedia.org/resource/Whitney_embedding_theorem" , "basketball player --- theorem" , "Theorems in differential topology" ,
 "http://dbpedia.org/resource/Whitney_extension_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Whitney_immersion_theorem" , "theorem" , "Theorems in differential topology" ,
 "http://dbpedia.org/resource/Wiener's_tauberian_theorem" , "theorem" , "Tauberian theorems" ,
 "http://dbpedia.org/resource/Wiener–Ikehara_theorem" , "theorem" , "Tauberian theorems --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Wiener–Khinchin_theorem" , "theorem" , "Probability theorems --- Theorems in Fourier analysis" ,
 "http://dbpedia.org/resource/Wigner's_theorem" , "organisation --- theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Wigner–Eckart_theorem" , "theorem" , "Theorems in quantum physics --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Wigner–d'Espagnat_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Wiles's_proof_of_Fermat's_Last_Theorem" , "mathematical proof" , "Fermat's Last Theorem" ,
 "http://dbpedia.org/resource/Wilkie's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Willmore_conjecture" , "theorem" , "Conjectures which were proven" ,
 "http://dbpedia.org/resource/Wilson's_theorem" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Wirtinger's_inequality_for_functions" , "theorem" , "Inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Wirtinger's_representation_and_projection_theorem" , "theorem" , "Theorems in approximation theory --- Theorems in complex analysis --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Wirtinger_inequality_(2-forms)" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Witt's_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Wold's_decomposition" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Wold's_theorem" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Wolstenholme's_theorem" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Woodbury_matrix_identity" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Yamamoto's_reciprocity_law" , "agent" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Yoneda_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Z*_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Z-channel_(information_theory)" , "company" , "Inequalities" ,
 "http://dbpedia.org/resource/ZJ_theorem" , "ethnic group --- theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Zahorski_theorem" , "theorem" , "Theorems in real analysis" ,
 "http://dbpedia.org/resource/Zariski's_connectedness_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Zariski's_lemma" , "lemma" , "Lemmas --- Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Zariski's_main_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Zaskulnikov's_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Zassenhaus_lemma" , "lemma" , "Isomorphism theorems --- Lemmas --- Theorems in group theory" ,
